,name,attack,image
67,Magic Staff,3,https://lh3.googleusercontent.com/docs/ADP-6oEhREq0o1vtPKxjT8ZqZrxC6sJcpGXP5Dc-6rsdhdp8NBUs4T-Li0q6-H_VhjXjH5WW8Aqy01EKstwaBeRXmpYA8HdS_wKNF1h1zasGICy4XY3x2sRVLd1dKj4d06vmBu_OzQ6SaeiUv3l0VuaZ_a0neTEpL-gBhjvUl4F3j3imOC4Or3SRapbEzHbXZ57ZizHmXvxaGDuMhZao9fq1Bnwybt1DIoMEgrzQSoshzJuzD5CV3kmwdceYGpi90EyxdiRHRL48fssWI3lhfCcBHd7AKC_OCBaAVyOQRQR0oB2HplFxBmjXOE999KHjeDhauUgkTNQhWDsg7Vmq5UZkAeLrYwt_TBvXH_A8ITMA0P9Gpploz8w--5gg5Mw21PEaTcxHvL5Vvd3rRHLelnMOVTUTlMgGIQfw2nVxBAM3hGGPai24I0cSEtOTVqR2RPcNwWoGoklxlbHMnxA3eFYVg233dJtGD5u0WOkKr5YE5kM6SBIFmb21_EnSHKHdpGtAz04gRzkF0rBu0ePZOLRaxZeGoHLoxYFycmybtqATy8z8-9Taum5BksbT0b9U6TWOl4QABa8Ct32-c6wZcN0s-cSqCkEStI2Uzxv8iFQNOffdImBUNgQ-ZBYA4GlHYV58Cprf-PdDjz9_zmozTnEEYR1RtS14nnqy9b7eKHo8QcU2dCEYQ7d1ALl-UDVGHPN9Q35MkdcigmfrKoHkBNwkv8JhXKQUPT6KDO4Kho3S8cBqa7Z8elP7LqY1garm9j8SL6sC1btjovkz6cCs90YCdlY4sAAPGoUSU4cCcXQkYu0HbiY2EaZU6F99sc1SrprKLLRie3nMxgWxM40mFWqKzv96R2qREEiodj3Al6Awdzlpi9hYO50eP90n4NuG0eBE_glBozvhtj1mRwmlxve5QmK8yjNL3gN_1JfDMGH_MHJaAIwO4Ps4GhQ94D8ytXhYD-nAxLkclTR9FQDaJWaYC2QHxgQBv4Y4F5TC3VoK-5Mp40Dwa5JjaPgOvhCcfdKK_HJrcQl0QEu056kxFJwVdG4AJogiyNFThUbF4906zaE-L94fPyfsgYZWSXFCy6rgTmHT7w4ji-uEJx2aCxQWDZ8aBAQIQZCZyHFUmj_ga5RxRyKxModjnuTevEeBB1OkQ-xw5uNUcBbC3bGJFWfLVJScvPO4idhDS-77mHvJYlk6y5Ze4S9L_2Q2aVQh4hgUGdP-l6IEumn_KYVABhDvt1VLOlETJ668cw=w120-h119
68,Strong Zonaite Spear,4,https://lh3.googleusercontent.com/docs/ADP-6oFpQzHEGdhwDJk-pJwkK-6TS3G7afL9pEpNKWn0-r0DsMLPaWLz7WIp8tbnh7H4GgSnjvWPUN7JAoP2PDXhcAlISsBFEd3mo7xowuzAbhiozMQ6ULo3UbnhkvNrXGExXl0UAKlrDAosB3wZCL6FpqnjwWMcJoF0NB_IRcGT4d4PR9GWxLk3oSH5KaXiK2a868sXAYD9GzVZ9-s8YAzu5mVXj5_FMOeQ9jfWkIOAJAmfvB6Tb1HHKWFrp2gu3mIQP8yGjrFHijs4pxf_qVoq-2RwUh68KWcRooqyawAWue-4LmxPPm7hqmwgFV0b7zLEkOdFWk6jYMgAIIfnimSqNzh6k2bGzawsM6Msiy5_ICVT3_45fQ8u4CBJS8S7d5yWEnX4jA_ch6T5_-Kz9yALBKVi-q0XQpyw2MxmWNRJleJB02bde_RhjxSKqh0XjeTYVjsRYSo3yhLjU8NVXVCFcgZp-j8jgYeF4W3sk1FKrGGc27FYhnF_pyhI400ca20_J9TUIqfuh-69HHYLmVdAlYGOiJvMWcklM0qFycm4bdE3ZLBn6e03ndnKbCkPq0brlnBaPMyL4e1UjczFnGNy3A0PbLOvl0O5_a2kX3M-NV9fXUERUvfY0D9hZqL6KlOOyhfsonwiu9hypzwIzTvfSZBVDsDyPL5S0-1wvsTCK-YfW9QLIMWjExgPRGENpLAC3jHIZsd0Tnokpl5zVWtCZC9uWc7rePuzc4U_jhZrB8Ci4TzV4yrmC49_OqDJI21GoQUaA1NuaP3veQwMJLhTPCDn54VkLm0geVBNPuJ7HDOBxU2_l-WW6XbVhY9dx2VWpKz-HKmoLeMcw5LOM34r7wah_oxN2I1HYwMubSZ2YpMjLHtfIt1PkkjpYJ_82GLg-fCWlp7GWZGaL8v-E3DE77kaYjVJWJGr7y3-3nEEQBvR3ZW4g8feP3i29StK0qZZZtm4cdIT1pk5i3-xrT0I6g8rycWXJ9Nt6aez0dWgAP2iMhPz9pO-WI56RD9zb9gL94FAu5zMTbZSFcOKc8xKltoH01xc-UjVv4Y326vZPotuyQ7CR3JD0yK-2oAH4QGNKfpTJeUGy7x5BxvGTyziMVb-uLWVfvkGPhm0sz2MsTh658w6wX1rSeFE7lQqAqMzhM35MQZIUgc8VZQTW0H78TcY6tjmK-Ho9ERwc41YTWu4TlsZeDvnPtvfYNFtKEaJh_yZ_5OKmjVXd8lI6Xkq_bUzL4cO8WO1Yg=w120-h119
69,Mighty Zonaite Spear,6,https://lh3.googleusercontent.com/docs/ADP-6oGXJzsGdRoJIXW4felD0CNYqXoJnkKjTOm1OkSw6h8rOBVpozZSCtl7bUhf3UrqbaRR4B0om73y6f-WjPUnKBFOJl_b9qECSlHnFbJyQntqD0d1wmUE9LfjWRzEihCApK2ZQI7MoqlnwJjqbvbFc_3xnMZhaFrhwbt52CmFyOcimHTwXuO8SXpCJ43ur3wU3QAxaSZSa3hJxvyEhhw5229qBf3rjXhUj3hc0D1rXOJmMXL_NL-teDqWBsd9t6wjqm4pS16HlAY0oTx1yZwPwFRk1VS5nZlXFxQfh1bXgVAHqAYMeyT6g_oQ1L07VLtKpGlKAvugb-8FtZOz5AYYElsbBxWQK-c3lLYz8R-XowtQrd6tpkysACW6oaA1xkzWdkym1-q6DQDJ0B1fxTphZMaFNRikBIL2ozwmcFyWL0fjxh4WY4FuMXeTCGiaVgRW7iAUAuj2IiSjKhTDE81-zG12xbLg8ZHsJnb9hjsd3mpGVLBiafbGdMg9YZJe6KApoWuVp51mWvUPqpVWcoGzAOywac9xEB3E4XKziq9aborBR1ROzT2rVS5a8vZ_19rIHbZ7crjn-3M3lAxYvFdgYeJM80AxDSKKCKDFsXdixW5_CblyC6J1eF5IXPRtN9c5Hugt1yWrgRGM4y_cZpO8yp6sA-y8fgoa3z3B9Is5rtRnnc2jft8ixPEoTHc39vLRPDpkBYfxiU_x0pXLPicuRX2XUHyjuPP8S-VdlcmvJmUdc_ip5MJwTMwRSubeQm6B0mkcRScZ_8vMzeSzObndkhT1LWNoozgKd3Rsv7wdbbS-1pbtxFtPjoByqnMOG0hORjZJhQ3fi3rzCUAUMzp_ec39Xc4I5OHSIBQ662ZV3gdRO78c12DPaYcFU_h78unvrp35T7ydPDKMHlOXYhKxNxPCDpGvU2h0-8ZllWEYF6zFhI9oGVzXjjrZSGJ01WT5WZs1xu8SlJdg9oAuEqji8geJ807WQ8-8iJPAQ56xGa9apRteeZ0tekxYQJT1KczV5aDF8lNepjp3LYIyUUZl5QuJxhjeAimNIz-Htps-mBi1IgmcXiGhcUtG5KVjDagDeeltrvv3sw1RsJ2i4dPEy8XTXm5gBRmKjPGYhpE0_I4oJ4bt3Rebxy_gGrSSbwYZ3VumwS8wt7fPPbIsTswpm8zLqGGUpncFXIdlCEZjsSvKkrL8EYsIPTAGeTmfmFpHIavXI2ttkEnTeta1VKwaJU5864Jv_6-fDA=w120-h119
70,Gloom Spear,30,https://lh3.googleusercontent.com/docs/ADP-6oH-9ICDc4V3rbMgFSMSYw_ao1-FvGrd4-oryFp_-XfkP3HYF3tgZREbKVq5juBmojByzxI20wLDBHEu-gmOB_9QYc8ARWx_v8RbCgtCf8CZ4ZB6Js2cYbbxWpe2O0jkdjUlQkDhJ5-CACHlmZPNuAizoYI9blMDZOcaexv-05QYJyBG7Vw90D77HSDSJ6qbVshfHH4a4jFfeLDY77mwkJkH4xO9jnFaZ066EFn33s43VItugF7V8kwymVPvZ1tw9KTRkZjfDpaQyrFPSnjnO0VHYSXbUZGGN5m4zPMr8nE97eg_ai1GfepkNRWzJIehRLPIYY-aXdMCGBU3fXDyC3eYpTZnd1GdqhgWpteHnt3sr2F-3TBUXRSFGme8DbWHxwT02guxtUUkoPpgOPYpla5chAlwkncjT8ENQUhwEdBmSGV_Jm7Bogg2biCuxyx7tZ6kD9K-ZI1R-8-SQiD4ev3k7UYXrruLpBtg-Snvf41kMIBqtWx-rMdLibdqZp7eHD4KKqcKGBI2mMNUydaPyV9dwArME7oVfdAx4SuJTBqs8KccE2E6GqBxYDIoslcid-B_XU7v6s87RbayBn0SK0IRG7UXlPNq5d1jUOjW3Fj7HJsqvxxXPaEnkIY_d0BzyCEidN53joQjcGQULaIjhDiYCrzf7T0rPFW91CfJnu8ZP3vXg1IC2XgHf36oRL9vEXWhK7YrWxVcK1TnzY3mTUVBEelmTTKa0ZQzf92EGSS_curlnvCeLT4uWCQ1iEy0N4xKfX8w73TajZf-PMBclKwd5g4WfUHFwUeDhu-3T7M4mS61l6gABF4IoA-YtimKHB8yODMKEN9BlrixTH1sjipOwYsGWeqTcrZYJB0SPGcp9X6tHm3VTskn6gO8DwGluw2GD0kiBCtfEzin6QdctyI2uv6_f2zv5whGR9c6d49Z_5dFFQZmln4U-tsnXOkc-X4Nf5SCinpOe0v1lF_VwK1PsGy4GIHcVVf4K-2bC7aN9NucG2mk6r2wJo0hNet7yV-Ps__PRDbj7e32F5GxzVNKQrI4NtE_nRp84BjT7VefN2ZJeyLUglHQorQ4_LD9eFzIvmfzNkKcju1lv3MMlvHvMx5YkzQzNj_oTErMipjb4V3vWqC7dIS5ETUXPn8QFfALbLPR9q7UGKcR5fADoCvOjZaluRX5--PQlbfXtv_ZSBXWBbtsvWUeVOCdypd2_tKJ0t_Rr-QgM2MH5oOTvIGnFPnEwK26fQ=w120-h119
71,Long Stick,1,https://lh3.googleusercontent.com/docs/ADP-6oGSljtwBwnUZ6EdhrAVCoavIribEMMwwPnu4mO9hse0JvcPBJRGu7B5U0y_-Gk318c2fYMK0fVZuSsiuPcIuRlI3ALVgseNT5tcFGhsGHYZmOYzVSj3dx_3rQoT9drx4uSdSCyLw6kehvZJAzbgS89rMS1TOo1OFZogzIO9JiX2ZU5H2I781xm9tZ3xsVhFz2BJTOVpttvo62MvYNBWvQ-x5zVP40vjMtqYdVMq0srFA13AMyp4HZhscxQapz2s5nNfQxnuCKps1xw7i85ifOoe7X7AAeqkpI51jQXWXcHWgOxZ0O3ZkAWWb955OdecBBMh1nTDgul2SyKX3hpJCmjNoivbMID1tBe89bhLOcZ0sPAstJphZVWHffb0iwVt9De7sGaZUIARRU35zBBf-8aE-LNchU0uoAK2EJa7XCRa0lQsjDwiXCd8SLsdkshzVWgMN4FKO9njWRAjv8caziynbnRRyx_TCqA63tCw8em77Of7y3Gg2y25bvfa1DJZIwnkNWuIcl_LWAzsWmWABoR0ZQcXDnzJ12GqHzu1oVAS95-Mi1vpBrJOIAmVA06ow0Njux-ERIqbmlZFK9rKC1q8wjIp4DIybKSU_zErWcj6CyQHYDmS69pCyMrNfkT5jFRh2omwZMhZwfFS0sG8oPg1RSpZxqQsfg4ndQ_N1rKEUi8vDds8QMBAtEI5IEKzOg5iyuj3DkAjaiRpMh3S2ZMZYRdlO2QxYtdQB1kO_DbCkP2_U-i5UmhR5Y0XHVbyskG4zptf4Urcf4fNcce_67CfxqjMbYIWbBd9wMFFY7q632xBE1rmFR7Z48ysIxTzUP4hKmE4slyb16y5zsR-jcJ268w6_oFXXVqkspxfi4Cj4s20hE3BO1DjNBiVoIMvMzb7ifIqb_Uvl-QVwD89jtekmM-xq3fx8pPLMie44Wwx6Rri63A-krYvF4psC1z2Vagn8NdH5dn8rZPg3ykvJ_dugPYuFk_Nzmh6DSEyIV6wfm1cAH2-iN6IBxk_mWtmpURoBnD4QQC1sDpoaMnzHgKSQzaS08S3ElFYU6b1DP7jHpqGnT19Gv-uE3DxOBAnFJMbsmUTBP3j2tE1z5if1QhBeXFwRHVlytIEXpgaEnVG5fJ_omYjsevlUvmhtYs3d4VYIp51BoLgjh-wb1GiNrTG1mKGFeyq7gIktXAkYeb9Sqb8kAjjjY0oYn31nKqq9KwNnq91FSfaE9MoAanYLRtXp2Q2T8q9Ag=w120-h119
72,Throwing Spear,2,https://lh3.googleusercontent.com/docs/ADP-6oHT4_A6S3yh8fuXArHrzuqLQdhT8IEgJ9wsODyDT8Lx5AMr-5Hz7lRYX-WKrd3j24o7Lr0TDke9_fJSIpJvszOd-EHWlf_XxMZOw3s4NL9_6NiDL0UmkJ8ZSRVhXx9iVpr5j-AzP3hgj3AnHmJS-xD7czLe_1GC-ep4zqzWoF1L97MP6e1ZVtySSJvF_ARrRKLWiGdiPpNDhEsiTcTHT0Af7EGUM7uWtHhqtK7sFqipeHp-AsGf8r2Z9PBFV-kKqte7Qogd1_kyFzMkgqHeiM5mQGhSeVtMLM3X0uU1VZFmPXEeUT6r4yUzTqODjlA-0dCyQ2YfCQB2XA7TyQYSnlEMBPutaZkokte_BtIzkXCZyRc-Nnf80Raozu7tZQcki4SgcPytqJscY2hdcH8WT7VIjRc5zbcs9k07cZ1_TurW4vIwOhCrGYvv48eAdYWdsxSQnn-QLc8uBK4FoTZSC_ApSSMbUcyMafAy3CgMxd0kMtyhdQTqO8b6FydsFZYGQCfPmiB7k_6wTBfkubbYTDcbXPqQKkGhXfEYTRkJxuvLYgyN98ngNE-Jhf-VgkZDXkrVuVRVPW7Xmw7nZz7Lk2bO1x1m3KTz5ubPQZd7VivZE6d4R-UEugwBnfRTeudv0j2hrxGg9Vkgq0mu6EYGvYcDbSEvfq3ESWW4_iS0cgYZDgtP3UqYGq_3q8h7FxUZdS-p9YHEvMyJmyTa3WbEULT3Gr0-SY-BkceZb-e1lMmT7kfX_SkDIjMFhEanEIcq_rKZBa8yK8rTPuMlljbFyhNuTPxI3_G-rn_LDaSUCPOjgvX3XF7MVikRacc-C7qr-vg0GZR_fTK5LvzlDAqvcmAlji-pcHDIkyjcjnVvWQz3dq1CmCidcWRYF8QKT7V_IQ24nx1NDWiwVX3HGVJPG5frnPglyszHk7qsAr2cUoO6bwdAJkHtdz8X5wzW5cUOx2qyuYLhLadFyh13-AB3bqUhNQUBCRPNpnpJ1Xyi6HYBLAN8_8HoYolp7aADN6yN4O-ZtULvMlBe8a6lZHbbOjGFYg9tqNfpqS86II6BBghvanOhHo6vXNOiC-tRWXxNhd6zsv8AL_jxQBiYqbprhDNkv_UAhPO5CghVxAwBp6KgUuPIwO8ccUdZ6ZXUcHA6JsMTh8UcuPD0TsVk-xd9yFTRhfuEVdTwMWR9CX9t5JTP_B8lKnCx3PJE4UJBOoqHIcqUH6Vja2d4SdNIqv0B0oHJNLXuzayygg=w120-h119
73,Traveler's Sword (Intact),7,https://lh3.googleusercontent.com/docs/ADP-6oH_6B2e_9bgdiQMmYwCuTJeALDYc6qndo7vpIIUP1uQoap_CdABi1tM9c-aPxLrIpI2Gmyyv6sDEa4FJhfsv-QZLqcfEBnh4S06dZDIkeiD0iSbH9mfQi8ThmIudKPmNKccOyxlp6yktRNQp8FqvOQrlTFCmbiKgLEQNIhn4Uh_-6hcwxa2FX2ceFTuSi7Zsg5xf4YadQbT7iMhJoyowMsalbBVRkskWeKaiaXIjkwxSDqqm01_MEg94YWMhZBMsUHUI0l8RgJDzjn3nX7Hr5qUyTLtpzcPYJ1IertIFL0D309jcTipkIY54C3ExmIksrE2p0lVOJuFyY9cNgMz5uZTJWzW-7y4mCTfR_6J4H1iYmO-yH6N-qO_EpEq9AixrgauzjF__Az3w1PJq6fXrtI9n-awAkQOI88qfyykt1KRGmbppg8Rh6qanbiVSK6TJ9LKpna0NxuAgyf0V_SOshqVhw03QDBCRWDLTMCfhwkM149UMOFXfkZgggV-CtYAUzovGO_ANl0dM16nRM26cOakmJZBU-dre68mhGm5EUoY-JK_yAkyqwt839PSyowhE1AZsM21RxrIyG-SsSG_UiE4Kg_DTuW2Tihs5pDdSvV_RYjRIsGL2LTlsdY_FqxvtekxDv6P0_94go5xEM2a_-gBq62TqSZW938EMJhLj2G1C0djkHRpOplbvSNDuJ7Ux27zC3DgM-Nk59NIVdjOreFJm35zP-0828DkcrT6-eMcUmCWBIDAJUlb8LpXXqPSPE5C8Fx_5quOIJzeUTaXdSUHW5aGueXRztkhAs7a7A4GLl9vqPqa3Hh0jrGcU7SlWI3Y6Pp7yoOq7mY2JyzJY9IcAXKIzXEVgtrFxk3ZAKYl6B5l72-b8q1AhHdo0YDrKQ2wCAmzK6dCbCLRPRvs_8-iC_yzFJ4iudY4b6urCntU-CzAgzb4OgBh0CzXx26oMw4MtHOx7sRltSjb4IKvevAFOiDxWG2JcIXDm-WSDq62M1agekB_eZkpv1WUwzASvEdivNHWSZd8trUovAwUFAfAHT8tTGlezBz8vmcklxgJ3yrV5z6R63TlOQVGR4bAGx8XK9AfMUv73PInW8N81gU_IB_6uqw0IdhnyZAvUhM-7oQ0hVL-6bmIsqVpjtvICEwXiaECtK4KqyPR3tRTW_Ae9iPmQ-LDYntyR_YmEw0LDNYfrjRNtf7uHlgZTbE66wxsCSNeW3AcC6nDkhUboKY1mgM3pAGDzg=w120-h119
74,Soldier's Broadsword (Intact),12,https://lh3.googleusercontent.com/docs/ADP-6oHV7R0dpFacL4GKKD_0G7XI0C5VnyoAk-3mVyiL4UnYL3UpapmxYA1ABPzZz-JC3X6M0gJiMb87n3HWAojjOw5JyNNqU470R_KVmn3f5mg8dHvRl6FuSCRA4at6GSB7nV5UT9CzH_amKrtvuhXqwLcELyWmgLxpcWARdyGVDuPVdgVX1po2Qcn11dgLjA5UOQDq55X8sIQN4Lv7SNmgXS-EZfyTMVB0UCFgPYcIQvekgxxYMMJGVTZ_mV2QWOGRxB9Y8tI3Xav7gFVcWbAG7NnzoBO02BlWV4zfXPMv0xe3AyJ6TLOqcbdut5fzJs3oV2exXMqS7UFKOMyhivgsYp4rgOxcRbe3NvV2Nx292uFV_ILfYLM-847Nz-g8P1ldyQxnF3Vqo2l2wKPoNgosKQONaxdZePsCELW_6UNepO6kT-TJaTk2xyRK1HlhZY4-Lsi-9mKcCKLTZp3xhoqwFR3J-oCegJc_9elFHdkLP7oRzEygu705epoblNz-sZ_fF3QXxztDX_g6PcHuXSctP_B7DIcttAX8lcPm9b5Kfa9T_jOBDOSWDp6jCsGzhb7BzKApS5LpR2UiKk41rOT3-kTfsGcM6Nr1xKHRXWMOo4skmPzDCQA4x6s2jAZN08Aqlwj75VCiYpNbOjEqexuC8KZmXHGtfJ-WV3dLUBTyEUBdbn2X63uHrNEnx83xP94qlXTHaNd1ShJTilzaNWF7KObRjjN4rFOFO8Pqg9RnuDsC5jxbAIuwD1Nio4cjpOYb8JYUACzD-wcVqtXD7s4owFEYowKDJVSRLPYYd3_fXirxMybfYQsAX6r6XnmalDdYFToNL9p1a7b1L864PdaWrtXmb63xSEzGNp1sZlSpBlpFXolzDnpXqQLNb_2u1oixwqPW_WcbGjWb-_QHSVc_1AaUKFnaoiWVHANraCrzRyv0puA5eejVn9PA8I6gZMXYn2dWCN9vEd5ACTzyD7eh92FybPazz4R3Pb0vyWECL9oAwBHjxgmmwhbWAttL1ZjRaXtCaDNrOkyFRRj1iZQnBYrcB5ZbQNImK3Sc16lSGJvKmhv_nUMkpNsR65pz8VLOKl1tSCqPgeJHcUHPlWwLP7Pgjhn4bf9YMweb5a6Ox5v_yUTBFczK1vxTeybZ6NWUy4sYCWgYpLUkXd9BGbHPIXj5AodiMLJUmWYe-e50dYf79DZpIqHvdiD-ovrT_1aBSvqb3mTAls72i_qP_-TkVFkDa8m9c_sAiQ=w120-h119
75,Knight's Broadsword (Intact),18,https://lh3.googleusercontent.com/docs/ADP-6oGzU-UUtLEeAQl6ZZ7BMhUQ3AJUk2o85DFREAK9FEGkQdkkm1G_xmEldBFpJSrFndWhY-j5wLb6ZzweqTn7LMR32zrXVCVViFwrAkIY18mcRZ76hJBXxHxFwWdZu72C0RENvYWk-lCD_T-UC8W5WC59i6RAKVL-DiXP_HbSr2XHsX9iiAblSS2ZyB7mCF4d9ndCPPMtEBySz15kHFU27Hzz3tc0Go6irPOY8Ny6hIDGRFLLHPm-jIg8rpi3sAVVPpv8TrVLExXL4VVWnVe7IXbBc3jVFHtv0trr5mhxReAa3XXtk-oFrBz594DWocWeRgbVGHntBLYj0rnOnM5aohz3TM5Rm4ZNe_z82rR2U2SqhINQV5dCbs06ITKSAfyrnqnZwuHnMIPf_ZHhkusQuQgw-H1P2-EaE2-00pVSgP8z35mkI850G7Pq4qeZHQAgYpAyr5O9hA-7TUkM8l858REqeCxe-hTg0hmtbfU31j2upRfa2jHyorWdzK1jrcCF76JNVE1lNpgUiQ5NgE6AMhLUc5q6EJm58AO46TCRzGzCLS5QCxP-jY9OElyqv8_SQiqovghcU4eAabeFdtrWTfjZQhlnMmwlmnt4SFzgGaTB4ANfgn95hiTM1ZL6fn3eialmtGRRzZ3Mftq7gpDhBoCBmxuINd3rQBmky7UJ_e4e7B3ul9LJe8hy9twTkweg2VrZ3T-BPQeDvEib07T7pQZtrdVakTCu4whHPKolYgCPwwzeKPb2EHFpClElBiz7vFCuRU5hpbEaww-2WCAm9j_GATHpAxU87w0Ewcslqq7Umr7bbJ9cPZm-ysP-beLWRCKNr8WHmLPQWH1LUktq8xXF_uwQss_1mxw0jhJ0GQJyUdaQIgG97L0Ir1uduHTc9u7z_ydiYONrFl774iAiGt-jca3mVGrQrAeeIzbMJRMdIFbiogOtj_d1P1t7EoM-aWaya0weWmaYpNfN3wBJRdzM1uDVS0-1fXSUlehI-ipCZld85m76p_sJVkpV7KY--R2dcL-A_NTq9NKtJoEYSl35HaXV4mN_xpwVR6aQMDmrKGhhtnMVFsrUUN4uPG5K_74IjeBm6JVCc5LPca3ri4PzyQLT_8BdX8qJBc_P9m2YcU5g2xGX9CgePcGasOGfBdaGOGoXt2IJShUNs8f7VsUOfkf6ow3ATLmzctFrP7U-unWT8LkOkIY6Zeut9gTmwYmzV5wOuE-Z7G6jVAPgmDmKiMwnf_XjkQ=w120-h119
76,Bokoblin Arm,20,https://lh3.googleusercontent.com/docs/ADP-6oGN0cL-X9PEDCnO6ZDFkaB5-oBtHgKdytJYSBgmY6vC8RSmn-gpzOyTPWmLqnDbTMCjABg9WLuRATFMpVi2JL6Jd0nk1Z9y-CDFcxZkDHqQkB2K-hjKO3U1wMsW6Yo5bdpU23lodPqMGTxtTuyrIBMq3x4e7Lmox5Zif-nKCMeMhnkosxfn7wEmLXQKeOFOYH2ySRpycLVe8KZ3I3az7fnXIw40UUYiie2ypWa-3y-oOgDR1os4vYWV7fibyMgbVTtRU06ZpT78VDf-nOKW-ak3XdMO7isQBuCthxSGuc2N6BKBJPUUDvpDjTityDslGI12VF_YLRFlod0lJYhQiBxM3Q-nbhDrviBJ4KwGxgY6QYAE9tAPVVPDly-lVVEfW637Mmj_FH1SUKXHi58V687rxgbWum61GUHcxlonPvXAQAvBdELcOwfy-tYtN2U_AVlakv5pf62hGhq_9w929L6JuEcFFEnXH62zZELSiI2vJCQciMB-2HiGypItJ5R6eP_yoe03ljHvqNMEGVJomi9YVsS3yADaQKjpvGPEQVxNBsEWSS_GySjgkqtxi567GCJ5equgjslBTEC-OQxjXnh12-BLwTy4epjMSi4M8IqLecNydUhr2ngaEjhLrwPHz69oY_zjeDDj3Brk137zIjVtB6d1HVmGoGPnkF0FPrx8HLz9CkF94ZzuodT0AOSNZozO6GY8UFWE9PIXq9hrHsw4BCDdetehDM9661N_2v3gh4wDelLFjV1MF6eJWfI6crY2qY__0D4gDYuz19HNEf47l7ZO36c_mWnpVNiMvuQn9qBAy6N0lbz500UB7AmEJGyBssF84JgE3Ns-0QrC3bKXpaotB3Zp11zvx5bxY59u-pvLcp3Oots-kZXqwdAmyrkCe9Aq9VaZwgHhtPUTPb2hIZyPXwS0LURPqeoq-FZOA6xES8WIOdZbQZpeVgr7nK3WOBSqxH2kNsNJAlFdGgRpbGs6HCfpZcuAVokA2ZTLE1HsO7wKhkfbMlfxh23RDpk-Zu2-YQYqpPTJCq8av6f6XtydV2XartXaIANuO9_XAA_3fmxz7R2mcFDrn_gJesB0pg9IUGqAROm2ZEjnC2W-4r1eaTO0cCZoP0U3Sd0WRgZlyhwyClnAlLfs1WZdheUtaGM5mYDCVIeVs350SxNK9jCxQeizDe9DnqKZeHMgP5JL7_E8PQAV1cd60Hv0naCGzpHAUzhShG8JMMeUozjQJi_7RZhORA=w120-h119
77,Lizalfos Arm,22,https://lh3.googleusercontent.com/docs/ADP-6oEOh5iIzfGTBRt5E4w6xjl94x9jRl_-yj3V57c-XH2pd6yWE2lSb6XChP-c0_dQbeyiLPGh1kLiy23Mlp_Ggfd6DJACRJl9jLd5yNeHg3iVacziF4p1P9Xq55--W1397D1g5Ia0gw2h8wXuI6l_UynhC_Tg6gr1SJQ-l3agkvmz-pLXZ2CN6_BPW1uNi5YGDSB_5TrpIn88WL-FopWvqA1T7Rv9HChgW5XCA6xdo8U-uladXHuuVQigL7lF0HaVimLW7iZFb0WgLMiweBimXLs2RFeC8nye40jOtTDkMNWP_LiccxAd7xgTV1Oif274DoNHpXYZsuIYbhLYHEMCa1vixTQqlk1nP7U2KNdJhza4bquJiLbp1_fzBU2uTP8FFCxfDihZpwZwcio2KkTAlPRuZidngzfmcJSF23ADLzUwxiUffrkM4MPmTAcM7rFJwK4bTptiuqnCYDQKAR4RhQgmoaV-CU5x06I3mvUSFo7f8IthCddQ6s53uuFJfndyxIKysC_QA0cLKYzjXJaKlL929iRb1wKckSnb9gLNo6BgV97_zWLaOZbihRKzI1-whLvrapB3fEiO6Jm22-l6-XFsV7YcqALRCKG-pbLnaJZHtBBvUF0ihD3g4YlGXxtDGEmJJpEXZPnL-d3A3kVfEWuRnivR-hbGqqTorzKEESdeoHGnuNgoh01ydY8o2iJc29CT4O4pgKVJJgDAM9bfGlhov_iOe_Uaugx8KEGN8LS9Z-rnXTrbOCIVEqqHV_P7gVdKg6yZ0Ug4cysWPliCNArHUJbAEcPKm3h7DD3Gn4bAWGEs7ZnzpEuQleY3cnxU2epHbaRe_b5-0cNTVuFVIYOBsTplymxUe_Y0yvmMyNe3VF0IkBTih9nLuNIG9MIo3KLswhHdd2rnpgW6x8OUAQWZ6BPonq9FIPCd9HWzuIohDqK-YtxFA6k2EciVdZMGns-NUMKHMPK5flex6TAP-Ov_rxJCebvNw5UcEo49xaIRuHmdROIgcKttwxk8dEQVddkMAmMNgW4xW7VfldzXsp24tZ6kump1XLex-7MM-occq8Fd4KyvHGaBDRw66NXQSW7bWaoNZGspkyw0rGqk2F6kPUKgYUGjqprnW_1xf0o3em5i8eVAa7qIpIgBJycXoKtNFObrH_ulPjMpjkojqtyXZDPYCBSgvjw_BaGOPXDod3rFytQknSuLTJ3y-OsIf7NIqMui1sAe14yR62rJMoFp12chlcbASA=w120-h119
